"V1","V2","V3"
"German","Welsh",5871
"German","Yiddish",412
"Germanic","Gothic",98218
"Germanic","Greek",48319
"Germanic","Hebrew",692
"Germanic","Hindi",16
"Germanic","Hittite",12401
"Germanic","Hungarian",12
"Germanic","Icelandic",1151
"Germanic","Indo-European",5011
"Germanic","Iranian",599
"Germanic","Irish",37846
"Germanic","Italian",3530
"Germanic","Japanese",394
"Germanic","Korean",19
"Germanic","Kru",7
"Germanic","Lao",46
"Germanic","Latin",85156
"Germanic","Latvian",115
"Germanic","Lithuanian",46544
"Germanic","Low German",4839
"Germanic","Manchu",4
"Germanic","Mari",837
"Germanic","Middle Dutch",102230
"Germanic","Middle English",130518
"Germanic","Middle French",2
"Germanic","Middle High German",4553
"Germanic","Middle Irish",321
"Germanic","Modern Greek",128
"Germanic","Mongo",4
"Germanic","Mongolian",4
"Germanic","North American Indian",1299
"Germanic","Norwegian",607
"Germanic","Occitan",6
"Germanic","Ojibwa",1146
"Germanic","Old Church Slavonic",50418
"Germanic","Old English",238048
"Germanic","Old French",18195
"Germanic","Old High German",156720
"Germanic","Old Irish",36410
"Germanic","Old Norse",152083
"Germanic","Old Persian",7407
"Germanic","Old Provençal",45
"Germanic","Ossetian",10
"Germanic","Persian",7739
"Germanic","Polish",748
"Germanic","Portuguese",480
"Germanic","Provençal",309
"Germanic","Romance",193
"Germanic","Russian",23587
"Germanic","Sanskrit",22444
"Germanic","Scots",656
"Germanic","Slavic",2754
"Germanic","Slovenian",27
"Germanic","Spanish",4395
"Germanic","Swedish",29279
"Germanic","Turkish",57
"Germanic","Twi",7
"Germanic","Walloon",11
"Germanic","Welsh",5754
"Germanic","Yiddish",138
"Gothic","Greek",21654
"Gothic","Hebrew",475
"Gothic","Hindi",16
"Gothic","Hittite",7578
"Gothic","Hungarian",12
"Gothic","Icelandic",87
"Gothic","Indo-European",2541
"Gothic","Iranian",278
"Gothic","Irish",8931
"Gothic","Italian",764
"Gothic","Japanese",221
"Gothic","Latin",34765
"Gothic","Latvian",51
"Gothic","Lithuanian",16964
"Gothic","Low German",2701
"Gothic","Mari",21
"Gothic","Middle Dutch",38015
"Gothic","Middle English",56144
"Gothic","Middle High German",3071
"Gothic","Middle Irish",79
"Gothic","Modern Greek",51
"Gothic","Norwegian",169
"Gothic","Old Church Slavonic",19777
"Gothic","Old English",101266
"Gothic","Old French",814
"Gothic","Old High German",59448
"Gothic","Old Irish",7806
"Gothic","Old Norse",76128
"Gothic","Old Persian",7768
"Gothic","Persian",7929
"Gothic","Polish",440
"Gothic","Provençal",17
"Gothic","Romance",72
"Gothic","Russian",4457
"Gothic","Sanskrit",20545
"Gothic","Scots",641
"Gothic","Slavic",2173
"Gothic","Spanish",620
"Gothic","Swedish",11805
"Gothic","Welsh",5009
"Gothic","Yiddish",90
"Greek","Hebrew",982
"Greek","Hittite",3085
"Greek","Hungarian",19
"Greek","Icelandic",378
"Greek","Indo-European",3126
"Greek","Iranian",301
"Greek","Irish",29551
"Greek","Italian",1939
"Greek","Japanese",221
"Greek","Korean",52
"Greek","Kru",7
"Greek","Latin",45118
"Greek","Latvian",51
"Greek","Lithuanian",32737
"Greek","Low German",408
"Greek","Macedonian",2
"Greek","Malay",8
"Greek","Manchu",4
"Greek","Mandar",8
"Greek","Mari",1
"Greek","Middle Dutch",11856
"Greek","Middle English",36539
"Greek","Middle French",3
"Greek","Middle High German",2075
"Greek","Middle Irish",148
"Greek","Modern Greek",128
"Greek","Mongo",4
"Greek","Mongolian",4
"Greek","Nahuatl",52
"Greek","Norwegian",519
"Greek","Old Church Slavonic",33096
"Greek","Old English",52663
"Greek","Old French",4192
"Greek","Old High German",41140
"Greek","Old Irish",28901
"Greek","Old Norse",18327
"Greek","Old Persian",3638
"Greek","Old Provençal",16
"Greek","Persian",3971
"Greek","Phoenician",1
"Greek","Polish",187
"Greek","Portuguese",369
"Greek","Provençal",125
"Greek","Romance",73
"Greek","Russian",21105
"Greek","Sanskrit",11803
"Greek","Scots",641
"Greek","Semitic",22
"Greek","Slavic",1414
"Greek","Spanish",1924
"Greek","Swedish",4302
"Greek","Syriac",1
"Greek","Turkish",77
"Greek","Walloon",1
"Greek","Welsh",2552
"Haitian","Portuguese",2
"Haitian","Spanish",2
"Haitian","Tai",2
"Hawaiian","Latin",8
"Hawaiian","Old French",8
"Hebrew","Hittite",1
"Hebrew","Indo-European",31
"Hebrew","Irish",38
"Hebrew","Italian",824
"Hebrew","Latin",1258
"Hebrew","Lithuanian",64
"Hebrew","Low German",76
"Hebrew","Middle Dutch",950
"Hebrew","Middle English",854
"Hebrew","Old Church Slavonic",87
"Hebrew","Old English",1433
"Hebrew","Old French",573
"Hebrew","Old High German",995
"Hebrew","Old Irish",14
"Hebrew","Old Norse",603
"Hebrew","Persian",1
"Hebrew","Phoenician",2
"Hebrew","Polish",16
"Hebrew","Portuguese",11
"Hebrew","Provençal",99
"Hebrew","Romance",1
"Hebrew","Russian",17
"Hebrew","Sanskrit",80
"Hebrew","Semitic",22
"Hebrew","Spanish",824
"Hebrew","Swedish",27
"Hebrew","Syriac",1
"Hebrew","Turkish",1
"Hindi","Indo-European",16
"Hindi","Latin",16
"Hindi","Malay",2
"Hindi","Malayalam",2
"Hindi","Middle English",16
"Hindi","Middle High German",16
"Hindi","Old English",16
"Hindi","Old High German",16
"Hindi","Old Norse",16
"Hindi","Portuguese",2
"Hindi","Sanskrit",17
"Hindi","Tamil",2
"Hindi","Telugu",2
"Hittite","Indo-European",20
"Hittite","Irish",7657
"Hittite","Italian",5
"Hittite","Latin",8222
"Hittite","Lithuanian",11473
"Hittite","Middle Dutch",5084
"Hittite","Middle English",7952
"Hittite","Middle High German",106
"Hittite","Middle Irish",2
"Hittite","Norwegian",19
"Hittite","Old Church Slavonic",11187
"Hittite","Old English",12445
"Hittite","Old French",65
"Hittite","Old High German",10202
"Hittite","Old Irish",7653
"Hittite","Old Norse",12241
"Hittite","Old Persian",6361
"Hittite","Persian",6361
"Hittite","Provençal",5
"Hittite","Russian",74
"Hittite","Sanskrit",7485
"Hittite","Semitic",1
"Hittite","Slavic",51
"Hittite","Swedish",25
"Hittite","Welsh",53
"Hungarian","Iranian",6
"Hungarian","Irish",15
"Hungarian","Italian",19
"Hungarian","Latin",9
"Hungarian","Lithuanian",9
"Hungarian","Middle English",9
"Hungarian","Old English",18
"Hungarian","Old French",3
"Hungarian","Old High German",9
"Hungarian","Old Norse",9
"Hungarian","Old Persian",6
"Hungarian","Persian",6
"Hungarian","Polish",18
"Hungarian","Portuguese",1
"Hungarian","Russian",15
"Hungarian","Slavic",9
"Hungarian","Spanish",19
"Hungarian","Swedish",6
"Hungarian","Turkish",6
"Hungarian","Welsh",9
"Icelandic","Indo-European",237
"Icelandic","Irish",34
"Icelandic","Italian",237
"Icelandic","Latin",944
"Icelandic","Lithuanian",196
"Icelandic","Low German",154
"Icelandic","Middle Dutch",752
"Icelandic","Middle English",76
"Icelandic","Modern Greek",51
"Icelandic","Norwegian",138
"Icelandic","Old Church Slavonic",337
"Icelandic","Old English",1170
"Icelandic","Old French",255
"Icelandic","Old High German",792
"Icelandic","Old Irish",4
"Icelandic","Old Norse",1023
"Icelandic","Ossetian",10
"Icelandic","Persian",33
"Icelandic","Portuguese",186
"Icelandic","Romance",51
"Icelandic","Russian",196
"Icelandic","Sanskrit",184
"Icelandic","Spanish",901
"Icelandic","Swedish",243
"Icelandic","Welsh",69
"Indo-European","Iranian",565
"Indo-European","Irish",1147
"Indo-European","Italian",881
"Indo-European","Korean",52
"Indo-European","Latin",3438
"Indo-European","Lithuanian",1359
"Indo-European","Low German",161
"Indo-European","Middle Dutch",1949
"Indo-European","Middle English",3163
"Indo-European","Middle High German",27
"Indo-European","Modern Greek",51
"Indo-European","Nahuatl",52
"Indo-European","Norwegian",19
"Indo-European","Occitan",6
"Indo-European","Old Church Slavonic",1189
"Indo-European","Old English",5514
"Indo-European","Old French",869
"Indo-European","Old High German",3393
"Indo-European","Old Irish",98
"Indo-European","Old Norse",4162
"Indo-European","Old Persian",55
"Indo-European","Old Provençal",7
"Indo-European","Persian",55
"Indo-European","Polish",178
"Indo-European","Portuguese",211
"Indo-European","Provençal",13
"Indo-European","Romance",51
"Indo-European","Romanian",17
"Indo-European","Russian",445
"Indo-European","Sanskrit",816
"Indo-European","Scots",641
"Indo-European","Semitic",2
"Indo-European","Slavic",118
"Indo-European","Spanish",827
"Indo-European","Swedish",916
"Indo-European","Welsh",820
"Iranian","Irish",13
"Iranian","Italian",6
"Iranian","Latin",301
"Iranian","Lithuanian",13
"Iranian","Middle Dutch",558
"Iranian","Middle English",294
"Iranian","Old Church Slavonic",7
"Iranian","Old English",605
"Iranian","Old French",1
"Iranian","Old High German",565
"Iranian","Old Norse",599
"Iranian","Old Persian",6
"Iranian","Persian",7
"Iranian","Polish",40
"Iranian","Russian",6
"Iranian","Sanskrit",34
"Iranian","Spanish",293
"Iranian","Swedish",293
"Iranian","Turkish",6
"Iranian","Welsh",6
"Irish","Italian",500
"Irish","Kru",1
"Irish","Latin",35213
"Irish","Latvian",50
"Irish","Lithuanian",32984
"Irish","Low German",416
"Irish","Manx",5
"Irish","Mari",21
"Irish","Middle Dutch",7692
"Irish","Middle English",35102
"Irish","Middle High German",20
"Irish","Middle Irish",580
"Irish","Old Church Slavonic",33071
"Irish","Old English",38433
"Irish","Old French",538
"Irish","Old High German",34694
"Irish","Old Irish",36733
"Irish","Old Norse",13904
"Irish","Old Persian",2236
"Irish","Persian",2410
"Irish","Polish",239
"Irish","Portuguese",49
"Irish","Provençal",5
"Irish","Russian",19783
"Irish","Sanskrit",5736
"Irish","Slavic",998
"Irish","Spanish",154
"Irish","Swedish",2965
"Irish","Turkish",6
"Irish","Welsh",5030
"Italian","Japanese",2
"Italian","Latin",8718
"Italian","Latvian",2
"Italian","Lithuanian",1119
"Italian","Low German",650
"Italian","Manchu",4
"Italian","Middle Dutch",2034
"Italian","Middle English",3181
"Italian","Middle French",2
"Italian","Middle High German",317
"Italian","Middle Irish",29
"Italian","Modern Greek",51
"Italian","Mongo",4
"Italian","Mongolian",4
"Italian","North American Indian",153
"Italian","Norwegian",335
"Italian","Occitan",6
"Italian","Old Church Slavonic",388
"Italian","Old English",5914
"Italian","Old French",7536
"Italian","Old High German",2085
"Italian","Old Irish",65
"Italian","Old Norse",1735
"Italian","Old Persian",33
"Italian","Old Provençal",72
"Italian","Pali",77
"Italian","Persian",45
"Italian","Polish",151
"Italian","Portuguese",1808
"Italian","Provençal",505
"Italian","Romance",486
"Italian","Romanian",17
"Italian","Russian",359
"Italian","Sanskrit",217
"Italian","Semitic",13
"Italian","Slavic",513
"Italian","Spanish",8066
"Italian","Swedish",778
"Italian","Turkish",13
"Italian","Welsh",101
"Japanese","Latin",232
"Japanese","Middle English",9
"Japanese","Middle High German",9
"Japanese","Old English",409
"Japanese","Old French",8
"Japanese","Old High German",223
"Japanese","Old Norse",236
"Japanese","Portuguese",2
"Japanese","Spanish",2
"Japanese","Swedish",2
"Korean","Middle Dutch",19
"Korean","Middle English",19
"Korean","Nahuatl",52
"Korean","Old Church Slavonic",52
"Korean","Old English",71
"Korean","Old High German",19
"Korean","Old Norse",19
"Korean","Old Persian",52
"Korean","Persian",52
"Korean","Russian",52
"Kru","Low German",1
"Kru","Middle Dutch",7
"Kru","Middle English",7
"Kru","Middle Irish",1
"Kru","Old Church Slavonic",1
"Kru","Old English",7
"Kru","Old High German",1
"Kru","Old Norse",1
"Lao","Old English",46
"Lao","Old Norse",46
"Lao","Yiddish",46
"Latin","Latvian",69
"Latin","Lithuanian",38702
"Latin","Low German",970
"Latin","Macedonian",2
"Latin","Manchu",4
"Latin","Mari",875
"Latin","Middle Dutch",22988
"Latin","Middle English",66404
"Latin","Middle French",3
"Latin","Middle High German",5087
"Latin","Middle Irish",456
"Latin","Modern Greek",51
"Latin","Mongo",4
"Latin","Mongolian",4
"Latin","North American Indian",226
"Latin","Norwegian",387
"Latin","Occitan",6
"Latin","Old Church Slavonic",41836
"Latin","Old English",93927
"Latin","Old French",37373
"Latin","Old High German",53723
"Latin","Old Irish",33331
"Latin","Old Norse",51738
"Latin","Old Persian",3180
"Latin","Old Provençal",161
"Latin","Ossetian",10
"Latin","Pali",77
"Latin","Persian",3541
"Latin","Phoenician",3
"Latin","Polish",383
"Latin","Portuguese",1884
"Latin","Provençal",570
"Latin","Romance",668
"Latin","Romanian",17
"Latin","Russian",21800
"Latin","Sanskrit",13193
"Latin","Scots",641
"Latin","Semitic",31
"Latin","Slavic",2223
"Latin","Slovenian",27
"Latin","Spanish",8911
"Latin","Swedish",6353
"Latin","Syriac",1
"Latin","Tibetan",6
"Latin","Turkish",69
"Latin","Vai",36
"Latin","Walloon",2
"Latin","Welsh",3471
"Latvian","Lithuanian",53
"Latvian","Low German",64
"Latvian","Middle English",64
"Latvian","Middle High German",65
"Latvian","Old English",117
"Latvian","Old French",4
"Latvian","Old High German",115
"Latvian","Old Irish",50
"Latvian","Old Norse",51
"Latvian","Romance",66
"Latvian","Russian",54
"Latvian","Sanskrit",65
"Latvian","Slavic",65
"Latvian","Swedish",64
"Lithuanian","Low German",839
"Lithuanian","Manchu",4
"Lithuanian","Middle Dutch",9352
"Lithuanian","Middle English",35032
"Lithuanian","Middle High German",506
"Lithuanian","Middle Irish",250
"Lithuanian","Mongo",4
"Lithuanian","Mongolian",4
"Lithuanian","Norwegian",29
"Lithuanian","Old Church Slavonic",42595
"Lithuanian","Old English",47457
"Lithuanian","Old French",1087
"Lithuanian","Old High German",40106
"Lithuanian","Old Irish",32148
"Lithuanian","Old Norse",19236
"Lithuanian","Old Persian",6449
"Lithuanian","Ossetian",10
"Lithuanian","Persian",6710
"Lithuanian","Polish",416
"Lithuanian","Portuguese",222
"Lithuanian","Romance",2
"Lithuanian","Russian",21125
"Lithuanian","Sanskrit",11434
"Lithuanian","Slavic",2227
"Lithuanian","Spanish",466
"Lithuanian","Swedish",3100
"Lithuanian","Turkish",6
"Lithuanian","Welsh",2180
"Low German","Maori",20
"Low German","Middle Dutch",4314
"Low German","Middle English",2045
"Low German","Middle High German",313
"Low German","Middle Irish",1
"Low German","Norwegian",316
"Low German","Old Church Slavonic",355
"Low German","Old English",4986
"Low German","Old French",199
"Low German","Old High German",1809
"Low German","Old Irish",39
"Low German","Old Norse",3480
"Low German","Old Persian",8
"Low German","Persian",50
"Low German","Polish",12
"Low German","Romance",65
"Low German","Russian",76
"Low German","Sanskrit",1157
"Low German","Slavic",90
"Low German","Spanish",57
"Low German","Swedish",1814
"Low German","Twi",7
"Low German","Welsh",35
"Low German","Yiddish",2
"Macedonian","Old English",2
"Macedonian","Spanish",2
"Malay","Malayalam",2
"Malay","Mandar",8
"Malay","Persian",8
"Malay","Portuguese",10
"Malay","Russian",8
"Malay","Spanish",8
"Malay","Tamil",2
"Malay","Telugu",2
"Malay","Turkish",8
"Malayalam","Portuguese",2
"Malayalam","Tamil",2
"Malayalam","Telugu",2
"Manchu","Middle English",4
"Manchu","Mongo",4
"Manchu","Mongolian",4
"Manchu","Old Church Slavonic",4
"Manchu","Old English",4
"Manchu","Old French",4
"Manchu","Old Norse",4
"Manchu","Slavic",4
"Manchu","Spanish",4
"Mandar","Persian",8
"Mandar","Portuguese",8
"Mandar","Russian",8
"Mandar","Spanish",8
"Mandar","Turkish",8
"Manx","Old Irish",5
"Manx","Welsh",5
"Maori","Norwegian",20
"Mari","Middle Dutch",837
"Mari","Middle English",75
"Mari","Middle French",1
"Mari","Old English",837
"Mari","Old French",56
"Mari","Old High German",837
"Mari","Old Irish",21
"Mari","Old Norse",33
"Mari","Polish",2
"Mari","Sanskrit",21
"Middle Dutch","Middle English",54690
"Middle Dutch","Middle High German",2943
"Middle Dutch","Middle Irish",70
"Middle Dutch","Norwegian",634
"Middle Dutch","Old Church Slavonic",11271
"Middle Dutch","Old English",105628
"Middle Dutch","Old French",1479
"Middle Dutch","Old High German",89324
"Middle Dutch","Old Irish",7142
"Middle Dutch","Old Norse",69608
"Middle Dutch","Old Persian",616
"Middle Dutch","Old Provençal",2
"Middle Dutch","Ossetian",10
"Middle Dutch","Persian",771
"Middle Dutch","Polish",596
"Middle Dutch","Portuguese",2
"Middle Dutch","Provençal",181
"Middle Dutch","Romance",30
"Middle Dutch","Russian",3000
"Middle Dutch","Sanskrit",9922
"Middle Dutch","Scots",1
"Middle Dutch","Slavic",1655
"Middle Dutch","Slovenian",27
"Middle Dutch","Spanish",2943
"Middle Dutch","Swedish",9615
"Middle Dutch","Turkish",57
"Middle Dutch","Walloon",11
"Middle Dutch","Welsh",1546
"Middle Dutch","Yiddish",92
"Middle English","Middle High German",2587
"Middle English","Middle Irish",166
"Middle English","Modern Greek",51
"Middle English","Mongo",4
"Middle English","Mongolian",4
"Middle English","North American Indian",1146
"Middle English","Norwegian",557
"Middle English","Ojibwa",1146
"Middle English","Old Church Slavonic",37262
"Middle English","Old English",141464
"Middle English","Old French",20038
"Middle English","Old High German",83678
"Middle English","Old Irish",34191
"Middle English","Old Norse",70848
"Middle English","Old Persian",2269
"Middle English","Old Provençal",117
"Middle English","Pali",77
"Middle English","Persian",2376
"Middle English","Phoenician",2
"Middle English","Polish",351
"Middle English","Portuguese",687
"Middle English","Provençal",137
"Middle English","Romance",204
"Middle English","Russian",20865
"Middle English","Sanskrit",10517
"Middle English","Scots",15
"Middle English","Semitic",14
"Middle English","Slavic",2269
"Middle English","Spanish",3197
"Middle English","Swedish",11084
"Middle English","Tibetan",6
"Middle English","Turkish",57
"Middle English","Twi",2
"Middle English","Welsh",3358
"Middle French","Slavic",2
"Middle French","Spanish",2
"Middle High German","Norwegian",29
"Middle High German","Old Church Slavonic",367
"Middle High German","Old English",7087
"Middle High German","Old French",296
"Middle High German","Old High German",2937
"Middle High German","Old Irish",5
"Middle High German","Old Norse",3328
"Middle High German","Persian",14
"Middle High German","Polish",18
"Middle High German","Portuguese",9
"Middle High German","Provençal",179
"Middle High German","Romance",64
"Middle High German","Russian",382
"Middle High German","Sanskrit",138
"Middle High German","Slavic",64
"Middle High German","Spanish",304
"Middle High German","Swedish",272
"Middle High German","Turkish",57
"Middle High German","Twi",42
"Middle High German","Welsh",80
"Middle Irish","Old Church Slavonic",248
"Middle Irish","Old English",329
"Middle Irish","Old French",230
"Middle Irish","Old High German",233
"Middle Irish","Old Irish",274
"Middle Irish","Old Norse",294
"Middle Irish","Old Persian",4
"Middle Irish","Persian",4
"Middle Irish","Polish",34
"Middle Irish","Portuguese",13
"Middle Irish","Russian",166
"Middle Irish","Sanskrit",202
"Middle Irish","Slavic",34
"Middle Irish","Spanish",29
"Middle Irish","Swedish",4
"Middle Irish","Welsh",78
"Modern Greek","Old English",128
"Modern Greek","Old French",51
"Modern Greek","Old High German",51
"Modern Greek","Old Norse",51
"Modern Greek","Romance",51
"Modern Greek","Spanish",51
"Modern Greek","Swedish",51
"Modern Greek","Welsh",51
"Mongo","Mongolian",4
"Mongo","Old Church Slavonic",4
"Mongo","Old English",4
"Mongo","Old French",4
"Mongo","Old Norse",4
"Mongo","Slavic",4
"Mongo","Spanish",4
"Mongolian","Old Church Slavonic",4
"Mongolian","Old English",4
"Mongolian","Old French",4
"Mongolian","Old Norse",4
"Mongolian","Slavic",4
"Mongolian","Spanish",4
"Nahuatl","Old Church Slavonic",52
"Nahuatl","Old English",52
"Nahuatl","Old Persian",52
"Nahuatl","Persian",52
"Nahuatl","Russian",52
"Neapolitan","Spanish",1
"North American Indian","Ojibwa",1146
"North American Indian","Old English",1299
"North American Indian","Old French",226
"North American Indian","Old High German",153
"North American Indian","Portuguese",153
"North American Indian","Spanish",153
"Norwegian","Old Church Slavonic",156
"Norwegian","Old English",1073
"Norwegian","Old French",489
"Norwegian","Old High German",350
"Norwegian","Old Norse",589
"Norwegian","Russian",27
"Norwegian","Sanskrit",175
"Norwegian","Spanish",335
"Norwegian","Swedish",703
"Norwegian","Yiddish",273
"Occitan","Old French",6
"Occitan","Provençal",6
"Ojibwa","Old English",1146
"Old Church Slavonic","Old English",50591
"Old Church Slavonic","Old French",477
"Old Church Slavonic","Old High German",41100
"Old Church Slavonic","Old Irish",32569
"Old Church Slavonic","Old Norse",21114
"Old Church Slavonic","Old Persian",6745
"Old Church Slavonic","Ossetian",10
"Old Church Slavonic","Persian",6908
"Old Church Slavonic","Polish",429
"Old Church Slavonic","Portuguese",186
"Old Church Slavonic","Russian",22634
"Old Church Slavonic","Sanskrit",14843
"Old Church Slavonic","Slavic",933
"Old Church Slavonic","Spanish",496
"Old Church Slavonic","Swedish",1774
"Old Church Slavonic","Welsh",2530
"Old English","Old French",22075
"Old English","Old High German",160592
"Old English","Old Irish",36541
"Old English","Old Norse",155484
"Old English","Old Persian",7888
"Old English","Old Provençal",56
"Old English","Ossetian",10
"Old English","Persian",8294
"Old English","Phoenician",1
"Old English","Polish",756
"Old English","Portuguese",883
"Old English","Provençal",174
"Old English","Romance",194
"Old English","Romanian",17
"Old English","Russian",23773
"Old English","Sanskrit",22701
"Old English","Scots",656
"Old English","Semitic",14
"Old English","Slavic",2771
"Old English","Slovenian",27
"Old English","Spanish",6048
"Old English","Swedish",29724
"Old English","Turkish",63
"Old English","Twi",16
"Old English","Welsh",5945
"Old English","Yiddish",376
"Old French","Old High German",1896
"Old French","Old Irish",339
"Old French","Old Norse",14913
"Old French","Old Persian",49
"Old French","Old Provençal",205
"Old French","Pali",77
"Old French","Persian",130
"Old French","Phoenician",2
"Old French","Polish",60
"Old French","Portuguese",1866
"Old French","Provençal",578
"Old French","Romance",597
"Old French","Romanian",17
"Old French","Russian",309
"Old French","Sanskrit",632
"Old French","Scots",10
"Old French","Semitic",26
"Old French","Slavic",472
"Old French","Spanish",7092
"Old French","Swedish",1488
"Old French","Syriac",1
"Old French","Tibetan",6
"Old French","Turkish",4
"Old French","Vai",36
"Old French","Walloon",1
"Old French","Welsh",318
"Old High German","Old Irish",34078
"Old High German","Old Norse",99880
"Old High German","Old Persian",5681
"Old High German","Old Provençal",14
"Old High German","Ossetian",10
"Old High German","Persian",5979
"Old High German","Polish",557
"Old High German","Portuguese",297
"Old High German","Provençal",33
"Old High German","Romance",146
"Old High German","Russian",23238
"Old High German","Sanskrit",16005
"Old High German","Scots",646
"Old High German","Semitic",8
"Old High German","Slavic",2587
"Old High German","Slovenian",27
"Old High German","Spanish",2853
"Old High German","Swedish",16251
"Old High German","Turkish",57
"Old High German","Twi",7
"Old High German","Welsh",4711
"Old High German","Yiddish",90
"Old Irish","Old Norse",12522
"Old Irish","Old Persian",2209
"Old Irish","Persian",2369
"Old Irish","Polish",133
"Old Irish","Portuguese",35
"Old Irish","Provençal",5
"Old Irish","Russian",19640
"Old Irish","Sanskrit",5543
"Old Irish","Slavic",900
"Old Irish","Spanish",65
"Old Irish","Swedish",2582
"Old Irish","Welsh",4027
"Old Norse","Old Persian",7771
"Old Norse","Old Provençal",14
"Old Norse","Ossetian",10
"Old Norse","Persian",7820
"Old Norse","Polish",573
"Old Norse","Portuguese",210
"Old Norse","Provençal",38
"Old Norse","Romance",88
"Old Norse","Russian",5296
"Old Norse","Sanskrit",17962
"Old Norse","Scots",645
"Old Norse","Slavic",2602
"Old Norse","Slovenian",27
"Old Norse","Spanish",2828
"Old Norse","Swedish",26941
"Old Norse","Turkish",57
"Old Norse","Welsh",4211
"Old Norse","Yiddish",139
"Old Persian","Persian",7915
"Old Persian","Polish",6
"Old Persian","Russian",87
"Old Persian","Sanskrit",7122
"Old Persian","Spanish",33
"Old Persian","Swedish",9
"Old Persian","Turkish",6
"Old Persian","Welsh",11
"Old Provençal","Portuguese",10
"Old Provençal","Provençal",214
"Old Provençal","Spanish",38
"Ossetian","Russian",10
"Ossetian","Sanskrit",10
"Ossetian","Swedish",10
"Pali","Spanish",77
"Persian","Polish",8
"Persian","Portuguese",8
"Persian","Provençal",5
"Persian","Russian",98
"Persian","Sanskrit",7489
"Persian","Semitic",1
"Persian","Spanish",48
"Persian","Swedish",78
"Persian","Turkish",20
"Persian","Welsh",169
"Phoenician","Semitic",2
"Phoenician","Spanish",1
"Polish","Portuguese",1
"Polish","Russian",625
"Polish","Sanskrit",106
"Polish","Slavic",548
"Polish","Spanish",192
"Polish","Swedish",26
"Polish","Turkish",6
"Polish","Welsh",24
"Portuguese","Provençal",51
"Portuguese","Romance",423
"Portuguese","Russian",195
"Portuguese","Sanskrit",2
"Portuguese","Slavic",423
"Portuguese","Spanish",1931
"Portuguese","Swedish",32
"Portuguese","Tai",2
"Portuguese","Tamil",2
"Portuguese","Telugu",2
"Portuguese","Turkish",8
"Portuguese","Welsh",16
"Provençal","Sanskrit",5
"Provençal","Spanish",427
"Provençal","Turkish",2
"Provençal","Welsh",5
"Romance","Russian",2
"Romance","Sanskrit",64
"Romance","Slavic",487
"Romance","Spanish",503
"Romance","Swedish",115
"Romance","Welsh",51
"Romanian","Russian",17
"Romanian","Spanish",17
"Romanian","Swedish",17
"Russian","Sanskrit",3344
"Russian","Semitic",1
"Russian","Slavic",831
"Russian","Spanish",428
"Russian","Swedish",143
"Russian","Turkish",15
"Russian","Welsh",724
"Sanskrit","Semitic",3
"Sanskrit","Slavic",1020
"Sanskrit","Spanish",252
"Sanskrit","Swedish",1345
"Sanskrit","Thai",1
"Sanskrit","Turkish",1
"Sanskrit","Twi",33
"Sanskrit","Welsh",2365
"Scots","Swedish",5
"Semitic","Spanish",12
"Semitic","Turkish",1
"Slavic","Spanish",573
"Slavic","Swedish",1520
"Slavic","Welsh",778
"Spanish","Swedish",633
"Spanish","Tai",2
"Spanish","Turkish",14
"Spanish","Welsh",227
"Swedish","Turkish",63
"Swedish","Welsh",2349
"Swedish","Yiddish",3
"Tamil","Telugu",2
"Turkish","Welsh",6
